,account_id,client_id,district_id,Gender,age,disposition_type,card_type,Year_DOC,Month_DOC,Day_DOC,Frequency_issuance,Nbr_Credit_Trans.,Amount_Credit_Trans.,Nbr_Debit_Trans.,Amount_Debit_Trans.,average_balance,Nbr_Credit_Cash,Nbr_Credit_Bank,Nbr_Credit_Others,Nbr_Debit_Cash,Nbr_Debit_Card,Nbr_Debit_Bank,Amount_Credit_Cash,Amount_Credit_Bank,Amount_Credit_Others,Amount_Debit_Cash,Amount_Debit_Card,Amount_Debit_Bank,Nbr_Statement_Trans.,Amount_Statement_Trans,Nbr_Interest_Credited_Trans,Amount_Interest_Credited_Trans,Nbr_Sanction_Interest_Trans,Amount_Sanction_Interest_Trans,Nbr_Pension_Trans,Amount_Pension_Trans,Nbr_PO_Leasing,Monthly_Amount_PO_Leasing,Nbr_Insurance_Trans,Amount_Insurance_Trans,Nbr_PO_Insurance,Monthly_Amount_PO_Insurance,Nbr_Household_Trans,Amount_Household_Trans,Nbr_PO_Household,Monthly_Amount_PO_Household,Nbr_Other_Trans,Amount_Other_Trans,Nbr_PO_Other,Monthly_Amount_PO_Other,Nbr_Loan_Trans,Amount_Loan_Trans,Nbr_PO_Loan,Monthly_Amount_PO_Loan,Theoritical_Amount_Loan_Due,Loan_Duration,Status_Loan_Owner,Region,Average_salary_district,Average_Unemployment_rate_district
1923,3758,4534,38,Male,45,OWNER,classic,1995,9,19,Monthly,101,343755.1,115,302011.4,38766,62,0,39,72,8,35,337595,0,6160.1,143796.4,17900,140315,34,496.4,39,6160.1,0,0,0,0,,,0,0,,,35,140315,1,4009,108,498795,,,0,0,,,,,,north Bohemia,8965,7.655
1924,3870,4664,38,Male,78,OWNER,not availed,1997,1,8,Monthly,49,134655,62,121147.4,18502,1,24,24,42,0,20,800,132240,1615,47687.4,0,73460,19,277.4,24,1615,0,0,24,132240,,,0,0,,,20,73460,1,3673,24,48210,,,0,0,,,,,,north Bohemia,8965,7.655
1925,4069,4904,38,Female,38,OWNER,not availed,1996,11,17,Monthly,66,167241.4,48,91492,42843,41,0,25,48,0,0,162840,0,4401.4,91492,0,0,20,292,25,4401.4,0,0,0,0,,,0,0,,,0,0,,,69,254040,,,0,0,,,,,,north Bohemia,8965,7.655
1926,4103,4942,38,Male,40,OWNER,not availed,1995,1,25,Monthly,123,1961569.6,148,1872102,57791,75,0,48,148,0,0,1952073,0,9496.6,1872102,0,0,45,657,48,9496.6,0,0,0,0,,,0,0,,,0,0,,,178,3823518,,,0,0,,,,,,north Bohemia,8965,7.655
1927,4354,5245,38,Female,57,OWNER,classic,1997,1,8,Monthly,56,843076.3,87,789020.4,50955,33,0,23,66,0,21,838203,0,4873.3,535733.8,0,253286.6,18,262.8,23,4873.3,0,0,0,0,,,0,0,,,19,242364,1,12756,81,1373674,,,2,10922.6,1,5461.3,327678,60,C,north Bohemia,8965,7.655
1928,5767,6978,38,Male,34,OWNER,not availed,1993,6,16,Monthly,151,689855.7,283,677389.4,22744,85,0,66,283,0,0,683772,0,6083.7,677389.4,0,0,57,832.2,66,6083.7,2,17.2,0,0,,,0,0,,,62,17300,,,195,1066712,,,0,0,,,,,,north Bohemia,8965,7.655
1929,6273,7576,38,Male,37,OWNER,classic,1993,7,21,Monthly,155,1829762,243,1764118.6,51558,90,0,65,217,2,24,1816455,0,13307,1672970.6,3800,87348,56,817.6,65,13307,0,0,0,0,,,0,0,,,0,0,,,253,3492408,,,24,87348,1,3639.5,87348,24,A,north Bohemia,8965,7.655
1930,6555,7914,38,Female,33,OWNER,not availed,1993,3,5,Weekly,175,2152608.7,263,2090988,62403,105,0,70,227,0,36,2135988,0,16620.7,1878588,0,212400,66,1980,70,16620.7,0,0,0,0,,,0,0,,,0,0,,,266,4012596,,,36,212400,1,5900,212400,36,A,north Bohemia,8965,7.655
1931,6706,8096,38,Female,20,OWNER,not availed,1996,12,28,Monthly,50,360142.1,130,313997.4,44140,26,0,24,66,0,64,355930,0,4212.1,239637.4,0,74360,19,277.4,24,4212.1,0,0,0,0,,,19,15485,1,815,20,39640,1,1982,73,595290,1,671,6,6486,1,1081,64860,60,C,north Bohemia,8965,7.655
1932,6985,8432,38,Female,31,OWNER,not availed,1995,7,27,Monthly,109,1867213.5,174,1802254.1,59926,68,0,41,110,0,64,1858060,0,9153.5,1263471.6,0,538782.5,36,525.6,41,9153.5,0,0,0,0,,,0,0,,,35,460845,1,13167,142,3121006,,,29,77937.5,1,2687.5,96750,36,C,north Bohemia,8965,7.655
1933,7819,9670,38,Male,51,OWNER,not availed,1993,8,1,Monthly,148,661416.9,443,637354,20477,83,0,65,156,0,287,655597,0,5819.9,274776,0,362578,60,876,65,5819.9,0,0,0,0,,,60,77760,1,1296,60,117180,1,1953,179,929497,2,2454,47,20398,1,434,20832,48,C,north Bohemia,8965,7.655
1934,9645,11873,38,Female,36,OWNER,not availed,1996,1,23,Monthly,72,1335540.7,158,1309015,45596,2,35,35,96,0,62,4600,1325481,5459.7,996659,0,312356,30,438,35,5459.7,0,0,0,0,,,0,0,,,31,160673,1,5183,103,2326302,,,31,151683,1,4893,176148,36,C,north Bohemia,8965,7.655
1935,10215,12561,38,Male,33,OWNER,not availed,1996,4,12,Monthly,67,517854.4,167,435678.2,57288,35,0,32,89,0,78,510582,0,7272.4,275394.2,0,160284,27,394.2,32,7272.4,0,0,0,0,,,0,0,,,28,4256,1,152,97,785582,1,4122,22,40612,1,1846,44304,24,C,north Bohemia,8965,7.655
1936,37,45,20,Male,47,OWNER,not availed,1997,8,18,Monthly,36,497029.2,94,451124.7,37547,19,0,17,51,0,43,494494,0,2535.2,375845.2,0,75279.5,13,189.8,17,2535.2,1,0.4,0,0,,,14,1358,1,97,14,32438,1,2317,56,870149,1,2584,1,5307.5,1,5307.5,318450,60,D,south Bohemia,8547,3.145
1937,55,64,20,Male,73,OWNER,not availed,1996,2,19,Monthly,65,159865.7,85,138877.4,16825,1,34,30,56,0,29,300,157386,2179.7,49383.4,0,89494,29,423.4,30,2179.7,0,0,34,157386,,,0,0,,,29,89494,1,3086,28,49260,,,0,0,,,,,,south Bohemia,8547,3.145
1938,357,435,20,Male,32,OWNER,not availed,1996,3,10,Monthly,63,105791.9,118,83120.8,20034,1,33,29,60,0,58,1000,102399,2392.9,23148.8,0,59972,28,408.8,29,2392.9,0,0,0,0,,,0,0,,,29,51852,1,1788,66,126139,1,280,0,0,,,,,,south Bohemia,8547,3.145
1939,595,713,20,Female,19,OWNER,not availed,1996,12,21,Monthly,65,1013963.5,94,926383,54248,41,0,24,74,0,20,1009288,0,4675.5,832343,0,94040,20,292,24,4675.5,0,0,0,0,,,0,0,,,20,94040,1,4702,95,1841339,,,0,0,,,,,,south Bohemia,8547,3.145
1940,700,840,20,Male,62,OWNER,not availed,1994,6,1,Monthly,137,337058.4,220,285976,24723,82,0,55,119,0,101,331440,0,5618.4,146230,0,139746,50,730,55,5618.4,0,0,0,0,,,0,0,,,50,55800,1,1116,151,476940,1,1646,0,0,,,,,,south Bohemia,8547,3.145
1941,819,984,20,Male,50,OWNER,classic,1995,4,22,Monthly,91,935494.1,123,873789.4,43749,47,0,44,96,27,0,927572,0,7922.1,814789.4,59000,0,39,569.4,44,7922.1,0,0,0,0,,,0,0,,,0,0,,,131,1800792,,,0,0,,,,,,south Bohemia,8547,3.145
1942,928,1117,20,Female,23,OWNER,not availed,1993,4,26,Monthly,179,668940.1,225,604763.8,39756,111,0,68,161,0,64,658008,0,10932.1,312859.8,0,291904,63,919.8,68,10932.1,0,0,0,0,,,0,0,,,64,291904,1,4561,209,969948,,,0,0,,,,,,south Bohemia,8547,3.145
1943,932,1122,20,Male,78,OWNER,not availed,1996,7,8,Monthly,61,146231.8,76,117970,22846,1,30,30,51,0,25,900,142680,2651.8,48145,0,69825,25,365,30,2651.8,0,0,30,142680,,,0,0,,,25,69825,1,2793,27,48680,,,0,0,,,,,,south Bohemia,8547,3.145
1944,965,1163,20,Male,35,OWNER,not availed,1993,8,25,Monthly,156,366730.2,198,348341.4,19795,92,0,64,138,0,60,361660,0,5070.2,177161.4,0,171180,59,861.4,64,5070.2,0,0,0,0,,,0,0,,,60,171180,1,2853,171,537960,,,0,0,,,,,,south Bohemia,8547,3.145
1945,1026,1231,20,Female,34,OWNER,classic,1997,9,3,Monthly,34,311549.8,52,255448.6,54261,18,0,16,26,2,24,308027.5,0,3522.3,147840.6,6400,101208,11,160.6,16,3522.3,0,0,0,0,,,0,0,,,12,97188,1,8099,35,462107.5,1,335,0,0,,,,,,south Bohemia,8547,3.145
1946,1106,1327,20,Female,36,OWNER,not availed,1993,8,29,Weekly,147,1772922.2,232,1772000.9,37401,85,0,62,212,0,20,1764288,0,8634.2,1611544.9,0,160456,55,1650,62,8634.2,12,287.9,0,0,,,0,0,,,0,0,,,230,3373895,,,20,160456,1,8022.8,192547.2,24,B,south Bohemia,8547,3.145
1947,1180,1421,20,Female,43,OWNER,not availed,1993,5,19,Monthly,138,1130301.8,192,1045925.2,46089,71,0,67,192,0,0,1118138,0,12163.8,1045925.2,0,0,62,905.2,67,12163.8,0,0,0,0,,,0,0,,,0,0,,,201,2163158,,,0,0,,,,,,south Bohemia,8547,3.145
1948,1378,1668,20,Female,50,OWNER,gold,1993,3,4,Monthly,142,1877459.1,458,1778040,66860,72,0,70,192,5,261,1857538,0,19921.1,1384049,11300,382691,65,949,70,19921.1,0,0,0,0,,,65,45045,1,693,65,191945,1,2953,204,3251938,2,2228,0,0,,,,,,south Bohemia,8547,3.145
1949,1804,2185,20,Female,42,OWNER,not availed,1993,9,23,Weekly,146,1988168.5,205,1930997,57437,83,0,63,205,0,0,1974534,0,13634.5,1930997,0,0,61,1830,63,13634.5,0,0,0,0,,,0,0,,,0,0,,,227,3903701,,,0,0,,,,,,south Bohemia,8547,3.145
1950,1830,2220,20,Female,47,OWNER,not availed,1993,2,8,Monthly,147,909827.6,213,869881,25957,77,0,70,147,0,66,902688,0,7139.6,362209,0,507672,65,949,70,7139.6,0,0,0,0,,,0,0,,,66,507672,1,7692,159,1263948,,,0,0,,,,,,south Bohemia,8547,3.145
1951,1908,2318,20,Female,76,OWNER,not availed,1994,9,13,Monthly,105,337297,162,318114.2,22645,1,52,52,115,0,47,700,331864,4733,149196.2,0,168918,47,686.2,52,4733,0,0,52,331864,,,0,0,,,47,168918,1,3594,69,149210,,,0,0,,,,,,south Bohemia,8547,3.145
1952,1985,2412,20,Male,19,OWNER,not availed,1996,7,29,Monthly,68,166679.8,59,150565,18854,39,0,29,59,0,0,164573,0,2106.8,150565,0,0,25,365,29,2106.8,0,0,0,0,,,0,0,,,0,0,,,73,314773,,,0,0,,,,,,south Bohemia,8547,3.145
1953,2024,2459,20,Female,25,OWNER,not availed,1997,3,2,Monthly,48,263425.3,64,240280.2,22331,26,0,22,46,0,18,261364,0,2061.3,113848.2,0,126432,17,248.2,22,2061.3,0,0,0,0,,,0,0,,,18,126432,1,7024,55,374964,,,0,0,,,,,,south Bohemia,8547,3.145
1954,2037,2473,20,Female,23,OWNER,not availed,1993,5,6,Monthly,141,1254779.5,297,1188792.8,37184,73,0,68,170,0,127,1243924,0,10855.5,602319.8,0,586473,63,919.8,68,10855.5,0,0,0,0,,,0,0,,,64,48768,1,762,180,1845324,1,8535,0,0,,,,,,south Bohemia,8547,3.145
1955,2047,2485,20,Male,66,OWNER,not availed,1995,2,21,Monthly,89,224153.1,120,180828.6,34661,1,46,42,78,0,42,600,217442,6111.1,68688.6,0,112140,41,598.6,42,6111.1,0,0,46,217442,,,0,0,,,42,112140,1,2670,38,68690,,,0,0,,,,,,south Bohemia,8547,3.145
1956,2619,3160,20,Male,48,OWNER,not availed,1996,5,13,Monthly,64,394834.9,90,354963.6,30012,33,0,31,64,0,26,390740,0,4094.9,213159.6,0,141804,26,379.6,31,4094.9,0,0,0,0,,,0,0,,,26,141804,1,5454,71,603520,,,0,0,,,,,,south Bohemia,8547,3.145
1957,2755,3327,20,Female,62,OWNER,not availed,1995,1,26,Monthly,91,269846.4,177,253124.2,23088,1,47,43,91,0,86,400,265597,3849.4,91143.2,0,161981,42,613.2,43,3849.4,0,0,47,265597,,,0,0,,,43,21672,2,3767,50,90930,,,0,0,,,,,,south Bohemia,8547,3.145
1958,2830,3421,20,Male,52,OWNER,not availed,1995,8,4,Monthly,90,637370.7,184,602772.6,30122,49,0,41,110,0,74,632432,0,4938.7,264925.6,0,337847,36,525.6,41,4938.7,0,0,0,0,,,0,0,,,37,258297,1,6981,123,896832,1,2150,0,0,,,,,,south Bohemia,8547,3.145
1959,2900,3505,20,Male,22,OWNER,not availed,1997,5,14,Monthly,16,113162.3,10,101400,29951,7,0,9,10,0,0,111655,0,1507.3,101400,0,0,0,0,9,1507.3,0,0,0,0,,,0,0,,,0,0,,,17,213055,,,0,0,,,,,,south Bohemia,8547,3.145
1960,3237,3915,20,Male,22,OWNER,not availed,1993,10,2,Monthly,135,1243753.5,242,1176171.8,41763,72,0,63,183,0,59,1232902,0,10851.5,639566.8,0,536605,58,846.8,63,10851.5,0,0,0,0,,,0,0,,,59,536605,1,9095,197,1871622,,,0,0,,,,,,south Bohemia,8547,3.145
1961,3513,4241,20,Female,49,OWNER,not availed,1993,3,3,Monthly,143,1470820.8,306,1391589,49838,73,0,70,176,0,130,1455528,0,15292.8,956609,0,434980,65,949,70,15292.8,0,0,0,0,,,0,0,,,65,292955,1,4507,184,2411188,1,2185,0,0,,,,,,south Bohemia,8547,3.145
1962,3705,4467,20,Female,55,OWNER,classic,1997,10,24,Monthly,42,779860.6,40,740880,63181,28,0,14,40,0,0,776522,0,3338.6,740880,0,0,10,146,14,3338.6,0,0,0,0,,,0,0,,,0,0,,,58,1517256,,,0,0,,,,,,south Bohemia,8547,3.145
1963,3794,4574,20,Female,33,OWNER,not availed,1997,2,3,Monthly,48,479545.6,71,404146.8,46162,25,0,23,52,0,19,475050,0,4495.6,317962.8,0,86184,18,262.8,23,4495.6,0,0,0,0,,,0,0,,,19,86184,1,4536,59,792750,,,0,0,,,,,,south Bohemia,8547,3.145
1964,3848,4639,20,Male,19,OWNER,junior,1996,7,10,Monthly,72,396180.3,95,315310,40787,42,0,30,70,0,25,391015,0,5165.3,134285,0,181025,25,365,30,5165.3,0,0,0,0,,,0,0,,,25,181025,1,7241,87,524935,,,0,0,,,,,,south Bohemia,8547,3.145
1965,3852,4644,20,Male,68,OWNER,not availed,1997,9,14,Monthly,27,76635.9,42,61280,17440,1,15,11,20,0,22,200,75690,745.9,24276,0,37004,10,146,11,745.9,0,0,15,75690,,,0,0,,,11,2420,2,3364,11,24330,,,0,0,,,,,,south Bohemia,8547,3.145
1966,3882,4679,20,Male,51,OWNER,not availed,1993,7,9,Monthly,167,285097.7,399,251284.6,20931,35,66,66,154,0,245,65100,214236,5761.7,119180.6,0,132104,61,890.6,66,5761.7,0,0,0,0,,,61,4697,1,77,61,98088,1,1608,194,397626,2,479,0,0,,,,,,south Bohemia,8547,3.145
1967,3973,4792,20,Female,42,OWNER,not availed,1995,11,27,Monthly,81,442499.8,109,410299.2,24054,44,0,37,77,0,32,438686,0,3813.8,188187.2,0,222112,32,467.2,37,3813.8,0,0,0,0,,,0,0,,,32,222112,1,6941,89,626406,,,0,0,,,,,,south Bohemia,8547,3.145
1968,3975,4794,20,Female,54,OWNER,not availed,1994,10,2,Monthly,103,177651.3,144,154804.6,18594,1,51,51,97,0,47,400,173604,3647.3,48161.6,0,106643,46,671.6,51,3647.3,0,0,0,0,,,0,0,,,47,106643,1,2269,103,221494,,,0,0,,,,,,south Bohemia,8547,3.145
1969,4995,6034,20,Male,60,OWNER,not availed,1994,8,1,Weekly,124,1569528,184,1527132.1,43608,71,0,53,151,0,33,1560753,0,8775,1408893.1,0,118239,43,1290,53,8775,1,0.1,0,0,,,0,0,,,0,0,,,178,2968356,,,33,118239,1,3583,128988,36,D,south Bohemia,8547,3.145
1970,8405,10382,20,Female,34,OWNER,not availed,1994,5,10,Monthly,172,1353075,360,1310795,36648,62,0,110,169,0,191,1339515,0,13560,741890,0,568905,50,730,110,13560,0,0,0,0,,,51,170544,1,3344,51,20910,1,410,181,2080675,1,4095,38,168606,1,4437,266220,60,C,south Bohemia,8547,3.145
1971,8411,10389,20,Female,56,OWNER,not availed,1994,12,2,Monthly,150,1197080,242,1164405,31612,3,49,98,122,0,120,4900,1180424,11756,636695.4,0,527709.6,44,642.4,98,11756,0,0,0,0,,,0,0,,,44,255728,1,5812,130,1821377,1,3507,32,117673.6,1,3677.3,220638,60,C,south Bohemia,8547,3.145
1972,38,46,19,Female,59,OWNER,not availed,1997,8,8,Weekly,48,308265.3,82,263684.4,34462,14,17,17,37,0,45,49700,256060,2505.3,156679,0,107005.4,12,360,17,2505.3,0,0,0,0,,,12,2736,1,228,12,82812,1,6901,56,462079,1,231,8,18454.4,1,2306.8,110726.4,48,C,south Bohemia,8402,3.555
1973,221,266,19,Female,32,OWNER,not availed,1996,10,30,Monthly,54,617632.7,85,559118.6,42832,28,0,26,63,0,22,613369,0,4263.7,385406.6,0,173712,21,306.6,26,4263.7,0,0,0,0,,,0,0,,,22,173712,1,7896,70,998469,,,0,0,,,,,,south Bohemia,8402,3.555
1974,252,304,19,Female,65,OWNER,not availed,1996,12,26,Monthly,45,143335.6,64,92867.4,38603,1,24,20,44,0,20,1000,139152,3183.6,57527.4,0,35340,19,277.4,20,3183.6,0,0,24,139152,,,0,0,,,20,35340,1,1767,26,58250,,,0,0,,,,,,south Bohemia,8402,3.555
1975,265,319,19,Female,70,OWNER,not availed,1996,7,5,Monthly,61,186703.1,88,165945,16748,1,30,30,63,0,25,600,184050,2053.1,93445,0,72500,25,365,30,2053.1,0,0,30,184050,,,0,0,,,25,72500,1,2900,39,93680,,,0,0,,,,,,south Bohemia,8402,3.555
1976,449,540,19,Male,78,OWNER,not availed,1994,11,22,Monthly,95,222603.4,181,207723.4,18029,1,49,45,92,0,89,900,218344,3359.4,120002.4,0,87721,44,642.4,45,3359.4,0,0,49,218344,,,0,0,,,44,7216,2,1953,49,120260,,,0,0,,,,,,south Bohemia,8402,3.555
1977,587,705,19,Male,61,OWNER,not availed,1996,6,21,Monthly,20,52300,8,18400,18636,20,0,0,8,0,0,52300,0,0,18400,0,0,0,0,0,0,0,0,0,0,,,0,0,,,0,0,,,28,70700,,,0,0,,,,,,south Bohemia,8402,3.555
1978,678,814,19,Male,40,OWNER,not availed,1993,10,8,Monthly,133,532229.4,310,519736.2,20619,71,0,62,136,0,174,527260,0,4969.4,224632.2,0,295104,57,832.2,62,4969.4,0,0,0,0,,,58,114086,1,1967,58,69136,1,1192,150,751060,1,1929,0,0,,,,,,south Bohemia,8402,3.555
1979,709,850,19,Male,30,OWNER,not availed,1994,7,25,Monthly,119,1463642,162,1405234,48613,66,0,53,162,0,0,1453300,0,10342,1405234,0,0,50,730,53,10342,0,0,0,0,,,0,0,,,0,0,,,178,2857804,,,0,0,,,,,,south Bohemia,8402,3.555
1980,803,962,19,Male,33,OWNER,not availed,1995,9,9,Monthly,93,1298610.4,113,1285811.7,40521,56,0,37,113,0,0,1293394,0,5216.4,1285811.7,0,0,32,467.2,37,5216.4,6,215.5,0,0,,,0,0,,,0,0,,,131,2578523,,,0,0,,,,,,south Bohemia,8402,3.555
1981,825,992,19,Male,51,OWNER,classic,1996,3,6,Monthly,82,624043.2,136,582294.4,33872,48,0,34,93,2,41,618886,0,5157.2,255903.4,5500,320891,29,423.4,34,5157.2,0,0,0,0,,,0,0,,,29,267815,1,9235,114,879866,,,12,53076,1,4423,53076,12,A,south Bohemia,8402,3.555
1982,969,1168,19,Male,21,OWNER,junior,1994,1,8,Monthly,217,482713.9,130,417246.8,48413,157,0,60,125,5,0,470879,0,11834.9,405546.8,11700,0,58,846.8,60,11834.9,0,0,0,0,,,0,0,,,0,0,,,229,887279,,,0,0,,,,,,south Bohemia,8402,3.555
1983,989,1193,19,Male,73,OWNER,not availed,1994,3,14,Monthly,111,296537.6,218,278396.2,19135,1,57,53,112,0,106,1000,291498,4039.6,97719.2,0,180677,52,759.2,53,4039.6,0,0,57,291498,,,0,0,,,53,119886,2,3409,61,97960,,,0,0,,,,,,south Bohemia,8402,3.555
1984,1024,1229,19,Male,28,OWNER,not availed,1997,5,2,Monthly,41,64034,46,43599,16412,1,20,20,31,0,15,600,62240,1194,12489,0,31110,15,219,20,1194,0,0,0,0,,,0,0,,,0,0,1,2074,52,106220,,,0,0,,,,,,south Bohemia,8402,3.555
1985,1040,1248,19,Male,28,OWNER,not availed,1996,5,18,Monthly,74,1087897.2,97,1045758.2,49367,45,0,29,75,0,22,1082542,0,5355.2,891582.2,0,154176,22,321.2,29,5355.2,0,0,0,0,1,2342,0,0,,,22,154176,1,7008,98,1973803,,,0,0,,,,,,south Bohemia,8402,3.555
1986,1176,1416,19,Male,72,OWNER,not availed,1996,10,24,Monthly,49,120970.9,62,108053.6,15692,1,26,22,41,0,21,1100,118456,1414.9,60446.6,0,47607,21,306.6,22,1414.9,0,0,26,118456,,,0,0,,,21,47607,1,2267,21,61240,,,0,0,,,,,,south Bohemia,8402,3.555
1987,1222,1475,19,Male,67,OWNER,not availed,1993,1,20,Monthly,139,457954.2,228,437875.6,32685,1,71,67,162,0,66,700,448010,9244.2,323893.6,0,113982,66,963.6,67,9244.2,0,0,71,448010,,,0,0,,,66,113982,1,1727,97,323630,,,0,0,,,,,,south Bohemia,8402,3.555
1988,1236,1491,19,Male,17,OWNER,not availed,1993,5,5,Monthly,162,395992.3,166,380169.8,24032,94,0,68,166,0,0,389716,0,6276.3,380169.8,0,0,63,919.8,68,6276.3,0,0,0,0,,,0,0,,,0,0,,,197,768966,,,0,0,,,,,,south Bohemia,8402,3.555
1989,1375,1663,19,Male,42,OWNER,not availed,1994,4,27,Monthly,116,1256667.3,242,1171840.6,51308,60,0,56,166,0,76,1245446,0,11221.3,818144.6,0,353696,51,744.6,56,11221.3,0,0,0,0,,,0,0,,,52,308360,1,5930,175,2062846,,,24,45336,1,1889,45336,24,A,south Bohemia,8402,3.555
1990,1407,1705,19,Female,53,OWNER,not availed,1997,4,11,Immediate,72,1331688.2,110,1257513.7,77371,51,0,21,80,0,30,1325464,0,6224.2,917251,0,340262.7,19,1900,21,6224.2,0,0,0,0,,,0,0,,,19,282758,1,14882,112,2240815,,,11,57504.7,1,5227.7,125464.8,24,C,south Bohemia,8402,3.555
1991,1470,1782,19,Male,51,OWNER,not availed,1994,2,10,Monthly,121,806991.6,192,748913.8,38087,63,0,58,138,0,54,798048,0,8943.6,529673.8,0,219240,53,773.8,58,8943.6,0,0,0,0,,,0,0,,,54,219240,1,4060,148,1326948,,,0,0,,,,,,south Bohemia,8402,3.555
1992,1622,1966,19,Female,51,OWNER,not availed,1996,4,12,Monthly,84,256837.6,126,223234.2,31840,52,0,32,70,0,56,252830,0,4007.6,128454.2,0,94780,27,394.2,32,4007.6,0,0,0,0,,,0,0,,,28,65996,1,2357,95,380890,1,1028,0,0,,,,,,south Bohemia,8402,3.555
1993,1635,1981,19,Female,29,OWNER,not availed,1993,12,29,Monthly,123,1200323,225,1150648,39728,63,0,60,170,0,55,1190120,0,10203,838083,0,312565,55,803,60,10203,0,0,0,0,,,0,0,,,55,312565,1,5683,178,2027400,,,0,0,,,,,,south Bohemia,8402,3.555
1994,1862,2259,19,Female,49,OWNER,classic,1995,4,15,Weekly,94,1937053.9,181,1861501.2,59720,6,44,44,152,3,26,25000,1901280,10773.9,1680857,9000,171644.2,39,1170,44,10773.9,0,0,0,0,,,0,0,,,0,0,,,166,3614967,,,26,171644.2,1,6601.7,396102,60,C,south Bohemia,8402,3.555
1995,1975,2400,19,Male,40,OWNER,not availed,1994,9,7,Monthly,107,821228.9,336,796298.2,33646,55,0,52,146,0,190,814078,0,7150.9,482886.2,0,313412,47,686.2,52,7150.9,0,0,0,0,,,47,80417,1,1711,48,126000,1,2625,154,1296278,2,2245,0,0,,,,,,south Bohemia,8402,3.555
1996,2025,2460,19,Female,36,OWNER,not availed,1994,10,2,Monthly,105,853034.4,163,808695.6,27731,54,0,51,117,0,46,846814.5,0,6219.9,500311.6,0,308384,46,671.6,51,6219.9,0,0,0,0,,,0,0,,,46,308384,1,6704,125,1346454.5,,,0,0,,,,,,south Bohemia,8402,3.555
1997,2027,2462,19,Male,65,OWNER,not availed,1994,11,28,Monthly,96,260639.6,129,227846.4,22281,1,49,46,85,0,44,800,255486,4353.6,74902.4,0,152944,44,642.4,46,4353.6,0,0,49,255486,,,0,0,,,44,152944,1,3476,42,75060,,,0,0,,,,,,south Bohemia,8402,3.555
1998,2218,2686,19,Female,48,OWNER,classic,1994,11,21,Monthly,102,2231138.7,204,2149479.4,69319,4,49,49,162,5,37,22400,2195533,13205.7,2022321.4,14900,112258,44,642.4,49,13205.7,0,0,0,0,,,0,0,,,0,0,,,176,4254512,,,37,112258,1,3034,182040,60,C,south Bohemia,8402,3.555
1999,2327,2814,19,Female,26,OWNER,not availed,1993,6,8,Monthly,145,1165318.8,185,1139714.6,26056,13,66,66,123,0,62,35400,1123551,6367.8,320818.6,0,818896,61,890.6,66,6367.8,0,0,0,0,,,0,0,,,62,818896,1,13208,141,1478879,,,0,0,,,,,,south Bohemia,8402,3.555
2000,2357,2849,19,Male,71,OWNER,not availed,1993,1,4,Monthly,145,471137.8,212,432841.2,23698,1,72,72,145,0,67,800,463248,7089.8,173618.2,0,259223,67,978.2,72,7089.8,0,0,72,463248,,,0,0,,,67,259223,1,3869,79,173440,,,0,0,,,,,,south Bohemia,8402,3.555
2001,2440,2947,19,Female,42,OWNER,not availed,1997,12,18,Monthly,25,310790.9,43,251272.2,36017,13,0,12,22,0,21,309030,0,1760.9,194502.2,0,56770,7,102.2,12,1760.9,0,0,0,0,,,7,8610,1,1230,7,43533,1,6219,28,503430,1,661,0,0,,,,,,south Bohemia,8402,3.555
2002,2594,3130,19,Female,44,OWNER,classic,1997,5,3,Immediate,54,758734.8,66,695649,49808,34,0,20,46,0,20,755495,0,3239.8,581469,0,114180,10,1000,20,3239.8,0,0,0,0,1,1189,0,0,,,10,109120,1,10912,70,1335964,1,506,0,0,,,,,,south Bohemia,8402,3.555
2003,2608,3147,19,Female,35,OWNER,not availed,1995,8,9,Monthly,90,404548.3,141,376861.6,26324,49,0,41,104,0,37,400154,0,4394.3,199705.6,0,177156,36,525.6,41,4394.3,0,0,0,0,,,0,0,,,37,177156,1,4788,117,599334,,,0,0,,,,,,south Bohemia,8402,3.555
2004,2857,3451,19,Male,25,OWNER,not availed,1997,4,28,Monthly,54,924501.9,66,899547.4,57948,35,0,19,52,0,14,920291,0,4210.9,811109.4,0,88438,14,204.4,19,4210.9,0,0,0,0,,,0,0,,,14,88438,1,6317,73,1731196,,,0,0,,,,,,south Bohemia,8402,3.555
2005,2875,3475,19,Male,42,OWNER,not availed,1996,12,24,Monthly,50,462073.4,62,395777.4,45084,26,0,24,62,0,0,458004,0,4069.4,395777.4,0,0,19,277.4,24,4069.4,0,0,0,0,,,0,0,,,0,0,,,69,853504,,,0,0,,,,,,south Bohemia,8402,3.555
2006,2888,3490,19,Male,79,OWNER,not availed,1996,5,23,Monthly,59,126565.4,103,113433.6,15689,1,31,27,49,0,54,700,124186,1679.4,48849.6,0,64584,26,379.6,27,1679.4,0,0,31,124186,,,0,0,,,27,8235,2,2392,24,49170,,,0,0,,,,,,south Bohemia,8402,3.555
2007,2895,3499,19,Male,30,OWNER,not availed,1993,3,9,Monthly,143,1390852.8,263,1337239,33615,73,0,70,198,0,65,1380396,0,10456.8,973369,0,363870,65,949,70,10456.8,0,0,0,0,,,0,0,,,65,363870,1,5598,206,2352816,,,0,0,,,,,,south Bohemia,8402,3.555
